timestamp,headline,snippet,source,ticker,text,sentiment_score,date
2025-05-23 15:17:26.874021,Supply chain issues impact AAPL performance,Supply chain issues impact AAPL performance according to market sources.,Reuters,AAPL,supply chain issue impact aapl performance supply chain issue impact aapl performance according market source,0.0,2025-05-23
2025-05-26 14:30:26.874021,AAPL beats revenue expectations significantly,AAPL beats revenue expectations significantly according to market sources.,CNBC,AAPL,aapl beat revenue expectation significantly aapl beat revenue expectation significantly according market source,0.0,2025-05-26
2025-05-26 13:17:26.874021,Institutional investors increase AAPL holdings,Institutional investors increase AAPL holdings according to market sources.,Yahoo Finance,AAPL,institutional investor increase aapl holding institutional investor increase aapl holding according market source,0.5574,2025-05-26
2025-05-27 12:44:26.874021,AAPL provides standard business update,AAPL provides standard business update according to market sources.,MarketWatch,AAPL,aapl provides standard business update aapl provides standard business update according market source,0.0,2025-05-27
2025-05-27 09:24:26.874021,Institutional investors increase AAPL holdings,Institutional investors increase AAPL holdings according to market sources.,MarketWatch,AAPL,institutional investor increase aapl holding institutional investor increase aapl holding according market source,0.5574,2025-05-27
2025-05-28 11:16:26.874021,Analysts upgrade AAPL with bullish outlook,Analysts upgrade AAPL with bullish outlook according to market sources.,Bloomberg,AAPL,analyst upgrade aapl bullish outlook analyst upgrade aapl bullish outlook according market source,0.0,2025-05-28
2025-05-29 10:38:26.874021,Industry report mentions AAPL among peers,Industry report mentions AAPL among peers according to market sources.,Reuters,AAPL,industry report mention aapl among peer industry report mention aapl among peer according market source,0.0,2025-05-29
2025-05-29 12:33:26.874021,AAPL stock soars on strong earnings report,AAPL stock soars on strong earnings report according to market sources.,MarketWatch,AAPL,aapl stock soar strong earnings report aapl stock soar strong earnings report according market source,0.765,2025-05-29
2025-05-29 11:43:26.874021,Institutional investors increase AAPL holdings,Institutional investors increase AAPL holdings according to market sources.,Bloomberg,AAPL,institutional investor increase aapl holding institutional investor increase aapl holding according market source,0.5574,2025-05-29
2025-05-30 15:13:26.874021,Supply chain issues impact AAPL performance,Supply chain issues impact AAPL performance according to market sources.,Bloomberg,AAPL,supply chain issue impact aapl performance supply chain issue impact aapl performance according market source,0.0,2025-05-30
2025-05-30 15:13:26.874021,AAPL announces routine board meeting,AAPL announces routine board meeting according to market sources.,Bloomberg,AAPL,aapl announces routine board meeting aapl announces routine board meeting according market source,0.0,2025-05-30
2025-05-30 10:59:26.874021,Regulatory challenges facing AAPL operations,Regulatory challenges facing AAPL operations according to market sources.,Yahoo Finance,AAPL,regulatory challenge facing aapl operation regulatory challenge facing aapl operation according market source,0.1531,2025-05-30
2025-06-02 12:31:26.874021,AAPL stock soars on strong earnings report,AAPL stock soars on strong earnings report according to market sources.,CNBC,AAPL,aapl stock soar strong earnings report aapl stock soar strong earnings report according market source,0.765,2025-06-02
2025-06-02 15:42:26.874021,Industry report mentions AAPL among peers,Industry report mentions AAPL among peers according to market sources.,Yahoo Finance,AAPL,industry report mention aapl among peer industry report mention aapl among peer according market source,0.0,2025-06-02
2025-06-02 11:21:26.874021,Analysts upgrade AAPL with bullish outlook,Analysts upgrade AAPL with bullish outlook according to market sources.,CNBC,AAPL,analyst upgrade aapl bullish outlook analyst upgrade aapl bullish outlook according market source,0.0,2025-06-02
2025-06-03 13:05:26.874021,AAPL shares decline amid market concerns,AAPL shares decline amid market concerns according to market sources.,CNBC,AAPL,aapl share decline amid market concern aapl share decline amid market concern according market source,0.5267,2025-06-03
2025-06-03 12:29:26.874021,AAPL provides standard business update,AAPL provides standard business update according to market sources.,Bloomberg,AAPL,aapl provides standard business update aapl provides standard business update according market source,0.0,2025-06-03
2025-06-04 15:32:26.874021,AAPL stock soars on strong earnings report,AAPL stock soars on strong earnings report according to market sources.,MarketWatch,AAPL,aapl stock soar strong earnings report aapl stock soar strong earnings report according market source,0.765,2025-06-04
2025-06-04 12:12:26.874021,AAPL stock soars on strong earnings report,AAPL stock soars on strong earnings report according to market sources.,MarketWatch,AAPL,aapl stock soar strong earnings report aapl stock soar strong earnings report according market source,0.765,2025-06-04
2025-06-05 09:36:26.874021,Analysts upgrade AAPL with bullish outlook,Analysts upgrade AAPL with bullish outlook according to market sources.,MarketWatch,AAPL,analyst upgrade aapl bullish outlook analyst upgrade aapl bullish outlook according market source,0.0,2025-06-05
2025-06-05 15:58:26.874021,AAPL beats revenue expectations significantly,AAPL beats revenue expectations significantly according to market sources.,MarketWatch,AAPL,aapl beat revenue expectation significantly aapl beat revenue expectation significantly according market source,0.0,2025-06-05
2025-06-05 10:51:26.874021,AAPL shares decline amid market concerns,AAPL shares decline amid market concerns according to market sources.,CNBC,AAPL,aapl share decline amid market concern aapl share decline amid market concern according market source,0.5267,2025-06-05
2025-06-06 09:36:26.874021,AAPL reports disappointing quarterly results,AAPL reports disappointing quarterly results according to market sources.,MarketWatch,AAPL,aapl report disappointing quarterly result aapl report disappointing quarterly result according market source,-0.7506,2025-06-06
2025-06-06 09:01:26.874021,Market analysts review AAPL fundamentals,Market analysts review AAPL fundamentals according to market sources.,Reuters,AAPL,market analyst review aapl fundamental market analyst review aapl fundamental according market source,0.0,2025-06-06
2025-06-09 09:18:26.874021,AAPL stock soars on strong earnings report,AAPL stock soars on strong earnings report according to market sources.,Reuters,AAPL,aapl stock soar strong earnings report aapl stock soar strong earnings report according market source,0.765,2025-06-09
2025-06-09 14:31:26.874021,Regulatory challenges facing AAPL operations,Regulatory challenges facing AAPL operations according to market sources.,CNBC,AAPL,regulatory challenge facing aapl operation regulatory challenge facing aapl operation according market source,0.1531,2025-06-09
2025-06-10 09:37:26.874021,Market analysts review AAPL fundamentals,Market analysts review AAPL fundamentals according to market sources.,Yahoo Finance,AAPL,market analyst review aapl fundamental market analyst review aapl fundamental according market source,0.0,2025-06-10
2025-06-10 15:47:26.874021,AAPL reports disappointing quarterly results,AAPL reports disappointing quarterly results according to market sources.,MarketWatch,AAPL,aapl report disappointing quarterly result aapl report disappointing quarterly result according market source,-0.7506,2025-06-10
2025-06-10 14:15:26.874021,Analysts upgrade AAPL with bullish outlook,Analysts upgrade AAPL with bullish outlook according to market sources.,Yahoo Finance,AAPL,analyst upgrade aapl bullish outlook analyst upgrade aapl bullish outlook according market source,0.0,2025-06-10
2025-06-11 12:18:26.874021,AAPL reports disappointing quarterly results,AAPL reports disappointing quarterly results according to market sources.,Reuters,AAPL,aapl report disappointing quarterly result aapl report disappointing quarterly result according market source,-0.7506,2025-06-11
2025-06-11 12:31:26.874021,AAPL reports disappointing quarterly results,AAPL reports disappointing quarterly results according to market sources.,CNBC,AAPL,aapl report disappointing quarterly result aapl report disappointing quarterly result according market source,-0.7506,2025-06-11
2025-06-11 09:10:26.874021,AAPL announces routine board meeting,AAPL announces routine board meeting according to market sources.,CNBC,AAPL,aapl announces routine board meeting aapl announces routine board meeting according market source,0.0,2025-06-11
2025-06-12 11:06:26.874021,AAPL announces innovative new product launch,AAPL announces innovative new product launch according to market sources.,CNBC,AAPL,aapl announces innovative new product launch aapl announces innovative new product launch according market source,0.7003,2025-06-12
2025-06-13 12:48:26.874021,AAPL provides standard business update,AAPL provides standard business update according to market sources.,Reuters,AAPL,aapl provides standard business update aapl provides standard business update according market source,0.0,2025-06-13
2025-06-13 13:36:26.874021,AAPL provides standard business update,AAPL provides standard business update according to market sources.,Bloomberg,AAPL,aapl provides standard business update aapl provides standard business update according market source,0.0,2025-06-13
2025-06-16 11:47:26.874021,Analysts upgrade AAPL with bullish outlook,Analysts upgrade AAPL with bullish outlook according to market sources.,Bloomberg,AAPL,analyst upgrade aapl bullish outlook analyst upgrade aapl bullish outlook according market source,0.0,2025-06-16
2025-06-16 12:10:26.874021,AAPL maintains steady performance this quarter,AAPL maintains steady performance this quarter according to market sources.,MarketWatch,AAPL,aapl maintains steady performance quarter aapl maintains steady performance quarter according market source,0.0,2025-06-16
2025-06-16 14:34:26.874021,AAPL beats revenue expectations significantly,AAPL beats revenue expectations significantly according to market sources.,MarketWatch,AAPL,aapl beat revenue expectation significantly aapl beat revenue expectation significantly according market source,0.0,2025-06-16
2025-06-17 14:17:26.874021,AAPL announces routine board meeting,AAPL announces routine board meeting according to market sources.,Reuters,AAPL,aapl announces routine board meeting aapl announces routine board meeting according market source,0.0,2025-06-17
2025-06-17 09:35:26.874021,Supply chain issues impact AAPL performance,Supply chain issues impact AAPL performance according to market sources.,MarketWatch,AAPL,supply chain issue impact aapl performance supply chain issue impact aapl performance according market source,0.0,2025-06-17
2025-06-17 12:55:26.874021,Institutional investors increase AAPL holdings,Institutional investors increase AAPL holdings according to market sources.,Bloomberg,AAPL,institutional investor increase aapl holding institutional investor increase aapl holding according market source,0.5574,2025-06-17
2025-06-18 11:50:26.874021,AAPL beats revenue expectations significantly,AAPL beats revenue expectations significantly according to market sources.,Yahoo Finance,AAPL,aapl beat revenue expectation significantly aapl beat revenue expectation significantly according market source,0.0,2025-06-18
2025-06-19 11:33:26.874021,Market analysts review AAPL fundamentals,Market analysts review AAPL fundamentals according to market sources.,Yahoo Finance,AAPL,market analyst review aapl fundamental market analyst review aapl fundamental according market source,0.0,2025-06-19
2025-06-19 15:32:26.874021,Analyst downgrades AAPL citing headwinds,Analyst downgrades AAPL citing headwinds according to market sources.,Yahoo Finance,AAPL,analyst downgrade aapl citing headwind analyst downgrade aapl citing headwind according market source,0.0,2025-06-19
2025-06-19 12:34:26.874021,Analysts upgrade AAPL with bullish outlook,Analysts upgrade AAPL with bullish outlook according to market sources.,MarketWatch,AAPL,analyst upgrade aapl bullish outlook analyst upgrade aapl bullish outlook according market source,0.0,2025-06-19
2025-06-20 14:52:26.874021,Industry report mentions AAPL among peers,Industry report mentions AAPL among peers according to market sources.,Bloomberg,AAPL,industry report mention aapl among peer industry report mention aapl among peer according market source,0.0,2025-06-20
2025-06-23 09:45:26.874021,Industry report mentions AAPL among peers,Industry report mentions AAPL among peers according to market sources.,Yahoo Finance,AAPL,industry report mention aapl among peer industry report mention aapl among peer according market source,0.0,2025-06-23
2025-06-24 12:20:26.874021,AAPL maintains steady performance this quarter,AAPL maintains steady performance this quarter according to market sources.,MarketWatch,AAPL,aapl maintains steady performance quarter aapl maintains steady performance quarter according market source,0.0,2025-06-24
2025-06-24 09:41:26.874021,AAPL announces innovative new product launch,AAPL announces innovative new product launch according to market sources.,Reuters,AAPL,aapl announces innovative new product launch aapl announces innovative new product launch according market source,0.7003,2025-06-24
2025-06-24 15:21:26.874021,AAPL announces routine board meeting,AAPL announces routine board meeting according to market sources.,Reuters,AAPL,aapl announces routine board meeting aapl announces routine board meeting according market source,0.0,2025-06-24
2025-06-25 10:16:26.874021,Regulatory challenges facing AAPL operations,Regulatory challenges facing AAPL operations according to market sources.,MarketWatch,AAPL,regulatory challenge facing aapl operation regulatory challenge facing aapl operation according market source,0.1531,2025-06-25
2025-06-25 10:54:26.874021,Institutional investors increase AAPL holdings,Institutional investors increase AAPL holdings according to market sources.,Reuters,AAPL,institutional investor increase aapl holding institutional investor increase aapl holding according market source,0.5574,2025-06-25
2025-06-25 13:59:26.874021,AAPL maintains steady performance this quarter,AAPL maintains steady performance this quarter according to market sources.,Reuters,AAPL,aapl maintains steady performance quarter aapl maintains steady performance quarter according market source,0.0,2025-06-25
2025-06-26 12:00:26.874021,Supply chain issues impact AAPL performance,Supply chain issues impact AAPL performance according to market sources.,CNBC,AAPL,supply chain issue impact aapl performance supply chain issue impact aapl performance according market source,0.0,2025-06-26
2025-06-26 10:01:26.874021,AAPL provides standard business update,AAPL provides standard business update according to market sources.,Bloomberg,AAPL,aapl provides standard business update aapl provides standard business update according market source,0.0,2025-06-26
2025-06-26 14:57:26.874021,Supply chain issues impact AAPL performance,Supply chain issues impact AAPL performance according to market sources.,Reuters,AAPL,supply chain issue impact aapl performance supply chain issue impact aapl performance according market source,0.0,2025-06-26
2025-06-27 14:14:26.874021,AAPL announces innovative new product launch,AAPL announces innovative new product launch according to market sources.,Bloomberg,AAPL,aapl announces innovative new product launch aapl announces innovative new product launch according market source,0.7003,2025-06-27
2025-06-27 13:59:26.874021,AAPL stock soars on strong earnings report,AAPL stock soars on strong earnings report according to market sources.,CNBC,AAPL,aapl stock soar strong earnings report aapl stock soar strong earnings report according market source,0.765,2025-06-27
2025-06-30 12:29:26.874021,Supply chain issues impact AAPL performance,Supply chain issues impact AAPL performance according to market sources.,Bloomberg,AAPL,supply chain issue impact aapl performance supply chain issue impact aapl performance according market source,0.0,2025-06-30
2025-07-01 10:59:26.874021,Institutional investors increase AAPL holdings,Institutional investors increase AAPL holdings according to market sources.,Reuters,AAPL,institutional investor increase aapl holding institutional investor increase aapl holding according market source,0.5574,2025-07-01
2025-07-01 15:18:26.874021,AAPL stock soars on strong earnings report,AAPL stock soars on strong earnings report according to market sources.,CNBC,AAPL,aapl stock soar strong earnings report aapl stock soar strong earnings report according market source,0.765,2025-07-01
2025-07-01 13:25:26.874021,AAPL announces routine board meeting,AAPL announces routine board meeting according to market sources.,Yahoo Finance,AAPL,aapl announces routine board meeting aapl announces routine board meeting according market source,0.0,2025-07-01
2025-07-02 12:52:26.874021,AAPL maintains steady performance this quarter,AAPL maintains steady performance this quarter according to market sources.,MarketWatch,AAPL,aapl maintains steady performance quarter aapl maintains steady performance quarter according market source,0.0,2025-07-02
2025-07-02 15:33:26.874021,AAPL stock soars on strong earnings report,AAPL stock soars on strong earnings report according to market sources.,MarketWatch,AAPL,aapl stock soar strong earnings report aapl stock soar strong earnings report according market source,0.765,2025-07-02
2025-07-03 15:04:26.874021,Institutional investors increase AAPL holdings,Institutional investors increase AAPL holdings according to market sources.,Yahoo Finance,AAPL,institutional investor increase aapl holding institutional investor increase aapl holding according market source,0.5574,2025-07-03
2025-07-04 11:36:26.874021,AAPL announces innovative new product launch,AAPL announces innovative new product launch according to market sources.,MarketWatch,AAPL,aapl announces innovative new product launch aapl announces innovative new product launch according market source,0.7003,2025-07-04
2025-07-04 13:46:26.874021,AAPL beats revenue expectations significantly,AAPL beats revenue expectations significantly according to market sources.,MarketWatch,AAPL,aapl beat revenue expectation significantly aapl beat revenue expectation significantly according market source,0.0,2025-07-04
2025-07-04 13:11:26.874021,AAPL beats revenue expectations significantly,AAPL beats revenue expectations significantly according to market sources.,Reuters,AAPL,aapl beat revenue expectation significantly aapl beat revenue expectation significantly according market source,0.0,2025-07-04
2025-07-07 09:29:26.874021,Analyst downgrades AAPL citing headwinds,Analyst downgrades AAPL citing headwinds according to market sources.,Yahoo Finance,AAPL,analyst downgrade aapl citing headwind analyst downgrade aapl citing headwind according market source,0.0,2025-07-07
2025-07-07 14:04:26.874021,AAPL announces innovative new product launch,AAPL announces innovative new product launch according to market sources.,CNBC,AAPL,aapl announces innovative new product launch aapl announces innovative new product launch according market source,0.7003,2025-07-07
2025-07-08 10:18:26.874021,AAPL announces innovative new product launch,AAPL announces innovative new product launch according to market sources.,Reuters,AAPL,aapl announces innovative new product launch aapl announces innovative new product launch according market source,0.7003,2025-07-08
2025-07-08 13:03:26.874021,Supply chain issues impact AAPL performance,Supply chain issues impact AAPL performance according to market sources.,Reuters,AAPL,supply chain issue impact aapl performance supply chain issue impact aapl performance according market source,0.0,2025-07-08
2025-07-09 12:23:26.874021,Market analysts review AAPL fundamentals,Market analysts review AAPL fundamentals according to market sources.,CNBC,AAPL,market analyst review aapl fundamental market analyst review aapl fundamental according market source,0.0,2025-07-09
2025-07-10 09:50:26.874021,AAPL shares decline amid market concerns,AAPL shares decline amid market concerns according to market sources.,Bloomberg,AAPL,aapl share decline amid market concern aapl share decline amid market concern according market source,0.5267,2025-07-10
2025-07-10 09:32:26.874021,Market analysts review AAPL fundamentals,Market analysts review AAPL fundamentals according to market sources.,Reuters,AAPL,market analyst review aapl fundamental market analyst review aapl fundamental according market source,0.0,2025-07-10
2025-07-11 12:30:26.874021,Institutional investors increase AAPL holdings,Institutional investors increase AAPL holdings according to market sources.,Reuters,AAPL,institutional investor increase aapl holding institutional investor increase aapl holding according market source,0.5574,2025-07-11
2025-07-11 11:22:26.874021,AAPL announces innovative new product launch,AAPL announces innovative new product launch according to market sources.,MarketWatch,AAPL,aapl announces innovative new product launch aapl announces innovative new product launch according market source,0.7003,2025-07-11
2025-07-11 10:09:26.874021,Supply chain issues impact AAPL performance,Supply chain issues impact AAPL performance according to market sources.,Reuters,AAPL,supply chain issue impact aapl performance supply chain issue impact aapl performance according market source,0.0,2025-07-11
2025-07-14 15:03:26.874021,AAPL maintains steady performance this quarter,AAPL maintains steady performance this quarter according to market sources.,Reuters,AAPL,aapl maintains steady performance quarter aapl maintains steady performance quarter according market source,0.0,2025-07-14
2025-07-14 11:28:26.874021,Supply chain issues impact AAPL performance,Supply chain issues impact AAPL performance according to market sources.,CNBC,AAPL,supply chain issue impact aapl performance supply chain issue impact aapl performance according market source,0.0,2025-07-14
2025-07-15 12:09:26.874021,AAPL maintains steady performance this quarter,AAPL maintains steady performance this quarter according to market sources.,Yahoo Finance,AAPL,aapl maintains steady performance quarter aapl maintains steady performance quarter according market source,0.0,2025-07-15
2025-07-16 09:34:26.874021,AAPL reports disappointing quarterly results,AAPL reports disappointing quarterly results according to market sources.,CNBC,AAPL,aapl report disappointing quarterly result aapl report disappointing quarterly result according market source,-0.7506,2025-07-16
2025-07-17 12:48:26.874021,Institutional investors increase AAPL holdings,Institutional investors increase AAPL holdings according to market sources.,Yahoo Finance,AAPL,institutional investor increase aapl holding institutional investor increase aapl holding according market source,0.5574,2025-07-17
2025-07-17 09:29:26.874021,Market analysts review AAPL fundamentals,Market analysts review AAPL fundamentals according to market sources.,MarketWatch,AAPL,market analyst review aapl fundamental market analyst review aapl fundamental according market source,0.0,2025-07-17
2025-07-18 14:12:26.874021,AAPL shares decline amid market concerns,AAPL shares decline amid market concerns according to market sources.,Bloomberg,AAPL,aapl share decline amid market concern aapl share decline amid market concern according market source,0.5267,2025-07-18
2025-07-21 13:40:26.874021,AAPL beats revenue expectations significantly,AAPL beats revenue expectations significantly according to market sources.,Bloomberg,AAPL,aapl beat revenue expectation significantly aapl beat revenue expectation significantly according market source,0.0,2025-07-21
2025-07-21 14:30:26.874021,AAPL beats revenue expectations significantly,AAPL beats revenue expectations significantly according to market sources.,CNBC,AAPL,aapl beat revenue expectation significantly aapl beat revenue expectation significantly according market source,0.0,2025-07-21
2025-07-21 13:34:26.874021,Supply chain issues impact AAPL performance,Supply chain issues impact AAPL performance according to market sources.,CNBC,AAPL,supply chain issue impact aapl performance supply chain issue impact aapl performance according market source,0.0,2025-07-21
2025-07-22 12:52:26.874021,Supply chain issues impact AAPL performance,Supply chain issues impact AAPL performance according to market sources.,MarketWatch,AAPL,supply chain issue impact aapl performance supply chain issue impact aapl performance according market source,0.0,2025-07-22
2025-07-23 10:38:26.874021,AAPL announces innovative new product launch,AAPL announces innovative new product launch according to market sources.,Reuters,AAPL,aapl announces innovative new product launch aapl announces innovative new product launch according market source,0.7003,2025-07-23
2025-07-23 11:10:26.874021,Supply chain issues impact AAPL performance,Supply chain issues impact AAPL performance according to market sources.,Reuters,AAPL,supply chain issue impact aapl performance supply chain issue impact aapl performance according market source,0.0,2025-07-23
2025-07-23 10:57:26.874021,AAPL maintains steady performance this quarter,AAPL maintains steady performance this quarter according to market sources.,CNBC,AAPL,aapl maintains steady performance quarter aapl maintains steady performance quarter according market source,0.0,2025-07-23
2025-07-24 10:08:26.874021,Institutional investors increase AAPL holdings,Institutional investors increase AAPL holdings according to market sources.,Reuters,AAPL,institutional investor increase aapl holding institutional investor increase aapl holding according market source,0.5574,2025-07-24
2025-07-25 13:36:26.874021,Industry report mentions AAPL among peers,Industry report mentions AAPL among peers according to market sources.,Bloomberg,AAPL,industry report mention aapl among peer industry report mention aapl among peer according market source,0.0,2025-07-25
2025-07-25 09:21:26.874021,Supply chain issues impact AAPL performance,Supply chain issues impact AAPL performance according to market sources.,CNBC,AAPL,supply chain issue impact aapl performance supply chain issue impact aapl performance according market source,0.0,2025-07-25
2025-07-25 13:03:26.874021,AAPL stock soars on strong earnings report,AAPL stock soars on strong earnings report according to market sources.,CNBC,AAPL,aapl stock soar strong earnings report aapl stock soar strong earnings report according market source,0.765,2025-07-25
2025-07-28 13:43:26.874021,Market analysts review AAPL fundamentals,Market analysts review AAPL fundamentals according to market sources.,Bloomberg,AAPL,market analyst review aapl fundamental market analyst review aapl fundamental according market source,0.0,2025-07-28
2025-07-28 15:02:26.874021,Analysts upgrade AAPL with bullish outlook,Analysts upgrade AAPL with bullish outlook according to market sources.,Yahoo Finance,AAPL,analyst upgrade aapl bullish outlook analyst upgrade aapl bullish outlook according market source,0.0,2025-07-28
2025-07-29 12:27:26.874021,Regulatory challenges facing AAPL operations,Regulatory challenges facing AAPL operations according to market sources.,Yahoo Finance,AAPL,regulatory challenge facing aapl operation regulatory challenge facing aapl operation according market source,0.1531,2025-07-29
2025-07-30 11:12:26.874021,AAPL shares decline amid market concerns,AAPL shares decline amid market concerns according to market sources.,CNBC,AAPL,aapl share decline amid market concern aapl share decline amid market concern according market source,0.5267,2025-07-30
2025-07-30 09:24:26.874021,AAPL provides standard business update,AAPL provides standard business update according to market sources.,MarketWatch,AAPL,aapl provides standard business update aapl provides standard business update according market source,0.0,2025-07-30
2025-07-30 12:44:26.874021,AAPL announces innovative new product launch,AAPL announces innovative new product launch according to market sources.,Yahoo Finance,AAPL,aapl announces innovative new product launch aapl announces innovative new product launch according market source,0.7003,2025-07-30
2025-07-31 11:59:26.874021,Institutional investors increase AAPL holdings,Institutional investors increase AAPL holdings according to market sources.,Yahoo Finance,AAPL,institutional investor increase aapl holding institutional investor increase aapl holding according market source,0.5574,2025-07-31
2025-08-01 10:46:26.874021,AAPL shares decline amid market concerns,AAPL shares decline amid market concerns according to market sources.,MarketWatch,AAPL,aapl share decline amid market concern aapl share decline amid market concern according market source,0.5267,2025-08-01
2025-08-01 13:53:26.874021,AAPL stock soars on strong earnings report,AAPL stock soars on strong earnings report according to market sources.,Bloomberg,AAPL,aapl stock soar strong earnings report aapl stock soar strong earnings report according market source,0.765,2025-08-01
2025-08-01 11:11:26.874021,AAPL maintains steady performance this quarter,AAPL maintains steady performance this quarter according to market sources.,Reuters,AAPL,aapl maintains steady performance quarter aapl maintains steady performance quarter according market source,0.0,2025-08-01
2025-08-04 13:07:26.874021,Analyst downgrades AAPL citing headwinds,Analyst downgrades AAPL citing headwinds according to market sources.,Reuters,AAPL,analyst downgrade aapl citing headwind analyst downgrade aapl citing headwind according market source,0.0,2025-08-04
2025-08-04 10:59:26.874021,AAPL announces innovative new product launch,AAPL announces innovative new product launch according to market sources.,Reuters,AAPL,aapl announces innovative new product launch aapl announces innovative new product launch according market source,0.7003,2025-08-04
2025-08-05 14:16:26.874021,Market analysts review AAPL fundamentals,Market analysts review AAPL fundamentals according to market sources.,MarketWatch,AAPL,market analyst review aapl fundamental market analyst review aapl fundamental according market source,0.0,2025-08-05
2025-08-06 12:47:26.874021,Supply chain issues impact AAPL performance,Supply chain issues impact AAPL performance according to market sources.,Yahoo Finance,AAPL,supply chain issue impact aapl performance supply chain issue impact aapl performance according market source,0.0,2025-08-06
2025-08-07 14:17:26.874021,Industry report mentions AAPL among peers,Industry report mentions AAPL among peers according to market sources.,Bloomberg,AAPL,industry report mention aapl among peer industry report mention aapl among peer according market source,0.0,2025-08-07
2025-08-08 10:55:26.874021,Regulatory challenges facing AAPL operations,Regulatory challenges facing AAPL operations according to market sources.,Reuters,AAPL,regulatory challenge facing aapl operation regulatory challenge facing aapl operation according market source,0.1531,2025-08-08
2025-08-11 14:00:26.874021,AAPL stock soars on strong earnings report,AAPL stock soars on strong earnings report according to market sources.,Reuters,AAPL,aapl stock soar strong earnings report aapl stock soar strong earnings report according market source,0.765,2025-08-11
2025-08-11 11:20:26.874021,AAPL maintains steady performance this quarter,AAPL maintains steady performance this quarter according to market sources.,Reuters,AAPL,aapl maintains steady performance quarter aapl maintains steady performance quarter according market source,0.0,2025-08-11
2025-08-11 11:48:26.874021,Analysts upgrade AAPL with bullish outlook,Analysts upgrade AAPL with bullish outlook according to market sources.,Yahoo Finance,AAPL,analyst upgrade aapl bullish outlook analyst upgrade aapl bullish outlook according market source,0.0,2025-08-11
2025-08-12 15:00:26.874021,AAPL reports disappointing quarterly results,AAPL reports disappointing quarterly results according to market sources.,Yahoo Finance,AAPL,aapl report disappointing quarterly result aapl report disappointing quarterly result according market source,-0.7506,2025-08-12
2025-08-13 13:30:26.874021,AAPL maintains steady performance this quarter,AAPL maintains steady performance this quarter according to market sources.,Yahoo Finance,AAPL,aapl maintains steady performance quarter aapl maintains steady performance quarter according market source,0.0,2025-08-13
2025-08-13 15:36:26.874021,Industry report mentions AAPL among peers,Industry report mentions AAPL among peers according to market sources.,Yahoo Finance,AAPL,industry report mention aapl among peer industry report mention aapl among peer according market source,0.0,2025-08-13
2025-08-13 11:16:26.874021,AAPL announces routine board meeting,AAPL announces routine board meeting according to market sources.,Yahoo Finance,AAPL,aapl announces routine board meeting aapl announces routine board meeting according market source,0.0,2025-08-13
